,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
72214,40.6183,-122.6587,363.9,1.3,1.1,2018-07-29,1851,Terra,MODIS,100,6.2,305.1,129.0,D,0
72221,40.7673,-122.6373,343.6,1.3,1.1,2018-07-29,1851,Terra,MODIS,91,6.2,304.2,56.9,D,0
72230,40.5846,-122.6345,351.5,1.3,1.1,2018-07-29,1851,Terra,MODIS,95,6.2,302.1,82.8,D,0
72231,40.5652,-122.62799999999999,363.9,1.3,1.1,2018-07-29,1851,Terra,MODIS,100,6.2,303.2,133.2,D,0
72233,40.5753,-122.6258,342.7,1.3,1.1,2018-07-29,1851,Terra,MODIS,90,6.2,303.8,59.2,D,0
72234,40.5726,-122.6194,347.5,1.3,1.1,2018-07-29,1851,Terra,MODIS,93,6.2,305.8,70.5,D,0
72235,40.5504,-122.5869,380.8,1.3,1.1,2018-07-29,1851,Terra,MODIS,100,6.2,307.3,218.6,D,0
72241,40.5387,-122.5746,406.2,1.3,1.1,2018-07-29,1851,Terra,MODIS,100,6.2,310.9,417.4,D,0
72242,40.5403,-122.5894,356.6,1.3,1.1,2018-07-29,1851,Terra,MODIS,98,6.2,302.6,103.3,D,0
72248,39.0428,-122.9948,366.9,1.3,1.1,2018-07-29,1852,Terra,MODIS,100,6.2,310.8,137.2,D,0
72249,39.289,-123.0243,360.4,1.3,1.1,2018-07-29,1852,Terra,MODIS,97,6.2,309.6,111.3,D,0
72257,39.2873,-123.0092,386.9,1.3,1.1,2018-07-29,1852,Terra,MODIS,100,6.2,309.8,256.9,D,0
72258,39.0612,-123.0669,361.4,1.3,1.1,2018-07-29,1852,Terra,MODIS,92,6.2,313.6,111.0,D,0
72260,39.0629,-123.0823,361.4,1.3,1.1,2018-07-29,1852,Terra,MODIS,95,6.2,318.0,110.6,D,0
72267,39.0021,-123.001,366.4,1.3,1.1,2018-07-29,1852,Terra,MODIS,100,6.2,306.6,138.5,D,0
72341,39.0303,-122.9986,343.0,3.9,1.8,2018-07-29,2031,Aqua,MODIS,90,6.2,299.9,279.5,D,0
72349,39.0037,-122.991,383.0,3.9,1.8,2018-07-29,2031,Aqua,MODIS,100,6.2,299.8,1134.9,D,0
72351,39.0613,-123.0686,358.6,4.0,1.9,2018-07-29,2031,Aqua,MODIS,99,6.2,294.6,552.1,D,0
72441,40.5433,-122.5861,364.9,3.4,1.7,2018-07-29,2031,Aqua,MODIS,100,6.2,304.7,531.1,D,0
72447,40.5391,-122.5911,356.1,3.4,1.7,2018-07-29,2031,Aqua,MODIS,98,6.2,304.2,392.4,D,0
72451,40.5549,-122.5939,357.1,3.4,1.7,2018-07-29,2031,Aqua,MODIS,98,6.2,301.9,405.2,D,0
72453,40.7823,-122.6285,347.7,3.3,1.7,2018-07-29,2031,Aqua,MODIS,93,6.2,300.8,295.6,D,0
72457,40.7783,-122.6585,357.7,3.4,1.7,2018-07-29,2031,Aqua,MODIS,98,6.2,301.1,427.8,D,0
72458,40.7863,-122.6269,350.2,3.3,1.7,2018-07-29,2031,Aqua,MODIS,94,6.2,300.5,321.4,D,0
72466,38.9987,-122.9847,378.1,3.9,1.8,2018-07-29,2031,Aqua,MODIS,100,6.2,299.7,991.7,D,0
72546,39.0017,-123.0079,374.9,3.9,1.8,2018-07-29,2209,Aqua,MODIS,100,6.2,312.0,866.4,D,0
72547,39.0037,-122.959,383.3,3.9,1.8,2018-07-29,2209,Aqua,MODIS,100,6.2,304.9,1121.1,D,0
72548,38.9946,-122.9981,360.5,3.9,1.8,2018-07-29,2209,Aqua,MODIS,100,6.2,308.0,555.1,D,0
72549,38.9969,-122.9491,342.1,3.9,1.8,2018-07-29,2209,Aqua,MODIS,91,6.2,298.4,273.0,D,0
72553,39.0182,-123.0079,424.6,3.9,1.8,2018-07-29,2209,Aqua,MODIS,100,6.2,325.0,3001.7,D,0
72554,39.0203,-122.9595,438.1,3.9,1.8,2018-07-29,2209,Aqua,MODIS,94,6.2,315.2,4002.8,D,0
72557,39.0657,-123.0584,349.3,3.8,1.8,2018-07-29,2209,Aqua,MODIS,95,6.2,293.5,357.2,D,0
72558,39.0491,-123.0597,345.4,3.8,1.8,2018-07-29,2209,Aqua,MODIS,93,6.2,303.1,294.3,D,0
72560,39.054,-123.0635,360.3,3.8,1.8,2018-07-29,2209,Aqua,MODIS,100,6.2,299.4,532.3,D,0
72562,39.0229,-123.0124,395.7,3.9,1.8,2018-07-29,2209,Aqua,MODIS,100,6.2,324.1,1523.9,D,0
72563,39.2018,-122.9878,356.1,3.9,1.8,2018-07-29,2209,Aqua,MODIS,98,6.2,312.5,461.5,D,0
72564,39.1974,-122.9827,374.3,3.9,1.8,2018-07-29,2209,Aqua,MODIS,100,6.2,311.7,863.9,D,0
72565,39.1993,-122.9385,365.9,3.9,1.8,2018-07-29,2209,Aqua,MODIS,100,6.2,305.4,678.3,D,0
72567,39.2034,-122.9432,361.5,3.9,1.8,2018-07-29,2209,Aqua,MODIS,100,6.2,306.7,581.5,D,0
72568,39.2102,-123.0737,359.1,3.8,1.8,2018-07-29,2209,Aqua,MODIS,99,6.2,307.9,509.3,D,0
72569,39.211999999999996,-123.0322,388.4,3.9,1.8,2018-07-29,2209,Aqua,MODIS,100,6.2,313.3,1269.7,D,0
72570,40.7715,-122.6684,342.4,4.2,1.9,2018-07-29,2209,Aqua,MODIS,91,6.2,303.5,312.9,D,0
72572,39.2001,-123.03399999999999,381.3,3.9,1.8,2018-07-29,2209,Aqua,MODIS,100,6.2,309.4,1036.2,D,0
72574,40.7758,-122.6779,344.1,4.2,1.9,2018-07-29,2209,Aqua,MODIS,92,6.2,304.0,342.1,D,0
72701,39.0015,-122.9882,356.8,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,275.8,125.7,N,0
72711,39.058,-123.0121,334.4,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,285.7,56.3,N,0
72715,39.0552,-123.0269,338.3,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,294.1,65.3,N,0
72735,39.1783,-122.925,328.5,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,291.9,42.3,N,0
72747,39.2015,-122.9162,328.4,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,283.5,39.8,N,0
72748,39.1771,-122.9897,360.7,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,301.9,136.4,N,0
72749,39.1887,-122.9273,335.7,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,293.8,55.3,N,0
72750,39.1929,-122.9628,317.4,1.4,1.2,2018-07-30,556,Terra,MODIS,95,6.2,294.2,18.4,N,0
72752,39.1959,-122.9462,344.5,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,296.6,74.5,N,0
72756,39.1815,-123.0245,385.6,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,302.3,282.7,N,0
72757,39.1845,-123.008,471.6,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,332.3,1661.8,N,0
72758,39.1873,-122.9929,397.8,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,310.4,380.8,N,0
72761,39.1975,-122.9961,325.7,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,297.6,30.8,N,0
72764,39.2062,-122.949,321.9,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,298.1,24.2,N,0
72766,39.2116,-122.9193,337.0,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,289.6,57.4,N,0
72768,39.2164,-122.9517,324.4,1.4,1.2,2018-07-30,556,Terra,MODIS,90,6.2,299.5,28.3,N,0
72769,39.1917,-123.0276,325.8,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,297.0,33.0,N,0
72770,39.1947,-123.0111,348.3,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,300.5,86.8,N,0
72773,39.225,-122.9046,331.4,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,289.1,44.2,N,0
72776,39.2032,-123.0036,316.8,1.4,1.2,2018-07-30,556,Terra,MODIS,94,6.2,296.1,18.8,N,0
72783,39.244,-122.9015,428.5,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,302.7,736.9,N,0
72784,39.2469,-122.8857,393.2,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,287.1,334.4,N,0
72785,39.1971,-123.036,315.7,1.4,1.2,2018-07-30,556,Terra,MODIS,92,6.2,295.4,18.5,N,0
72786,39.2003,-123.0193,322.7,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,297.2,28.3,N,0
72787,39.2341,-122.897,398.3,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,296.9,377.3,N,0
72788,39.2224,-122.9594,318.8,1.4,1.2,2018-07-30,556,Terra,MODIS,97,6.2,299.0,20.8,N,0
72790,39.2312,-122.9123,361.8,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,298.5,138.8,N,0
72792,39.2412,-122.9163,349.6,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,301.2,89.6,N,0
72796,39.254,-122.905,377.1,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,295.1,219.5,N,0
72797,39.2573,-122.8878,390.8,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,289.4,315.9,N,0
72799,39.2644,-122.9071,352.1,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,297.3,100.7,N,0
72801,39.2675,-122.8902,336.9,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,283.2,57.8,N,0
72806,39.2879,-123.0123,322.3,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,295.5,28.1,N,0
72807,39.2778,-123.009,321.2,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,295.0,26.5,N,0
72810,39.285,-122.9113,323.6,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,292.7,31.3,N,0
72813,39.2748,-122.9088,353.5,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,298.3,108.3,N,0
72815,39.2729,-122.9769,321.7,1.4,1.2,2018-07-30,556,Terra,MODIS,91,6.2,296.8,25.9,N,0
72817,39.2822,-122.9269,333.0,1.4,1.2,2018-07-30,556,Terra,MODIS,100,6.2,298.4,48.5,N,0
72826,40.77,-122.6729,329.9,1.2,1.1,2018-07-30,557,Terra,MODIS,100,6.2,296.3,35.9,N,0
72827,40.7919,-122.6654,355.2,1.2,1.1,2018-07-30,557,Terra,MODIS,100,6.2,300.0,99.8,N,0
72828,40.6543,-122.7385,328.3,1.3,1.1,2018-07-30,557,Terra,MODIS,100,6.2,297.5,34.4,N,0
72829,40.6304,-120.8374,321.2,1.1,1.0,2018-07-30,557,Terra,MODIS,100,6.2,295.0,19.6,N,1
72832,40.7945,-122.6511,331.9,1.2,1.1,2018-07-30,557,Terra,MODIS,100,6.2,296.2,39.8,N,0
72833,40.7969,-122.6374,341.6,1.2,1.1,2018-07-30,557,Terra,MODIS,100,6.2,297.4,61.1,N,0
72835,40.6344,-120.8128,363.4,1.1,1.0,2018-07-30,557,Terra,MODIS,100,6.2,306.3,101.9,N,0
72837,40.6324,-120.8251,366.9,1.1,1.0,2018-07-30,557,Terra,MODIS,100,6.2,306.1,115.0,N,1
72841,40.6436,-120.8154,333.2,1.1,1.0,2018-07-30,557,Terra,MODIS,100,6.2,299.8,34.4,N,0
72842,40.6336,-120.8764,324.3,1.1,1.0,2018-07-30,557,Terra,MODIS,100,6.2,294.1,25.5,N,0
72843,40.6415,-120.8278,336.2,1.1,1.0,2018-07-30,557,Terra,MODIS,100,6.2,302.4,39.0,N,1
72844,40.6357,-120.8638,320.3,1.1,1.0,2018-07-30,557,Terra,MODIS,100,6.2,293.1,20.3,N,0
72845,40.6376,-120.8517,322.1,1.1,1.0,2018-07-30,557,Terra,MODIS,100,6.2,293.5,21.6,N,0
72846,40.6396,-120.8399,322.4,1.1,1.0,2018-07-30,557,Terra,MODIS,100,6.2,296.5,21.0,N,1
72848,40.6506,-120.8304,333.6,1.1,1.0,2018-07-30,557,Terra,MODIS,100,6.2,300.7,36.3,N,0
72851,40.6315,-120.8892,320.5,1.1,1.0,2018-07-30,557,Terra,MODIS,100,6.2,289.7,21.4,N,0
72861,40.6524,-122.74799999999999,318.6,1.3,1.1,2018-07-30,557,Terra,MODIS,95,6.2,294.5,20.4,N,0
72865,40.6551,-122.73299999999999,334.3,1.3,1.1,2018-07-30,557,Terra,MODIS,100,6.2,297.7,46.5,N,0
72875,40.6642,-122.7414,321.3,1.3,1.1,2018-07-30,557,Terra,MODIS,96,6.2,296.2,22.8,N,0
72877,40.6667,-122.7274,329.5,1.3,1.1,2018-07-30,557,Terra,MODIS,100,6.2,298.4,36.0,N,0
72878,40.6692,-122.7138,328.4,1.3,1.1,2018-07-30,557,Terra,MODIS,100,6.2,297.2,35.7,N,0
72880,40.7795,-122.6769,336.7,1.2,1.1,2018-07-30,557,Terra,MODIS,100,6.2,297.9,49.5,N,0
72884,40.7604,-122.665,323.8,1.2,1.1,2018-07-30,557,Terra,MODIS,100,6.2,293.3,27.6,N,0
72885,40.7823,-122.6618,334.6,1.2,1.1,2018-07-30,557,Terra,MODIS,100,6.2,299.6,44.7,N,0
72887,40.76,-122.6713,324.3,1.2,1.1,2018-07-30,557,Terra,MODIS,100,6.2,295.6,27.9,N,0
73197,40.618,-122.7017,327.2,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,293.5,25.8,N,0
73198,40.6196,-122.7135,314.9,1.0,1.0,2018-07-30,1009,Aqua,MODIS,90,6.2,292.4,13.7,N,0
73199,40.6114,-122.65299999999999,326.8,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,293.3,24.7,N,0
73202,40.5705,-122.6255,325.3,1.0,1.0,2018-07-30,1009,Aqua,MODIS,95,6.2,294.6,22.0,N,0
73203,40.5796,-122.6238,334.4,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,296.0,33.9,N,0
73204,40.5812,-122.6358,329.6,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,293.7,28.1,N,0
73206,39.0604,-123.0336,320.8,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,294.0,18.8,N,0
73207,39.0663,-123.0085,353.8,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,297.8,72.7,N,0
73211,39.0679,-123.0201,339.2,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,295.1,43.1,N,0
73214,38.9901,-122.9836,321.1,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,294.4,19.2,N,0
73215,39.0573,-123.0103,366.8,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,299.9,109.1,N,0
73216,39.0588,-123.0219,346.7,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,297.0,56.9,N,0
73218,38.9976,-122.9703,327.1,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,293.6,25.9,N,0
73219,38.9992,-122.9818,338.7,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,298.6,42.7,N,0
73224,38.9886,-122.9722,316.2,1.0,1.0,2018-07-30,1009,Aqua,MODIS,93,6.2,294.4,14.4,N,0
73231,39.1975,-122.9499,330.9,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,295.8,27.9,N,0
73235,40.6399,-120.8529,325.0,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,291.1,22.8,N,0
73236,40.6345,-120.8785,327.6,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,289.9,27.2,N,0
73237,40.6346,-120.8178,318.4,1.0,1.0,2018-07-30,1009,Aqua,MODIS,94,6.2,294.7,14.8,N,1
73239,40.6394,-122.7224,325.1,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,294.8,21.8,N,0
73240,40.7966,-122.6612,349.6,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,297.3,63.4,N,0
73242,40.795,-122.6493,327.6,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,295.8,25.1,N,0
73245,40.7934,-122.6374,317.2,1.0,1.0,2018-07-30,1009,Aqua,MODIS,95,6.2,296.1,14.2,N,0
73246,40.7589,-122.65799999999999,323.7,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,295.6,20.4,N,0
73247,40.7731,-122.5556,317.4,1.0,1.0,2018-07-30,1009,Aqua,MODIS,95,6.2,294.5,14.2,N,0
73248,40.7605,-122.6699,318.9,1.0,1.0,2018-07-30,1009,Aqua,MODIS,98,6.2,295.1,15.9,N,0
73250,40.7876,-122.6633,338.0,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,296.9,40.0,N,0
73253,40.7694,-122.6672,333.7,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,296.7,34.4,N,0
73255,40.7404,-122.6553,325.2,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,295.8,23.1,N,0
73256,40.7483,-122.6484,319.1,1.0,1.0,2018-07-30,1009,Aqua,MODIS,98,6.2,295.6,16.0,N,0
73257,40.6714,-122.6966,314.9,1.0,1.0,2018-07-30,1009,Aqua,MODIS,90,6.2,296.1,11.6,N,0
73258,40.6411,-122.7345,344.4,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,295.3,52.6,N,0
73260,40.673,-122.7085,322.5,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,297.6,18.7,N,0
73261,40.6746,-122.7204,326.1,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,297.0,23.4,N,0
73265,40.6655,-122.7224,322.5,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,298.0,18.8,N,0
73267,40.6592,-122.7304,328.9,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,297.7,27.2,N,0
73269,40.6501,-122.7324,332.5,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,296.0,32.5,N,0
73271,39.2017,-122.9129,328.8,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,295.0,26.8,N,0
73273,40.6286,-122.7116,330.8,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,294.5,30.3,N,0
73274,40.6222,-122.6638,337.0,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,297.5,38.7,N,0
73278,40.5472,-122.5883,324.7,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,295.9,21.4,N,0
73281,40.5567,-122.5924,330.6,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,295.9,28.4,N,0
73283,40.5366,-122.5786,316.1,1.0,1.0,2018-07-30,1009,Aqua,MODIS,93,6.2,295.4,12.6,N,0
73306,39.282,-122.8992,328.6,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,295.3,26.7,N,0
73308,39.2836,-122.9108,332.0,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,296.6,30.8,N,0
73310,39.2859,-122.9961,343.1,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,299.0,48.4,N,0
73312,39.2875,-123.0076,315.6,1.0,1.0,2018-07-30,1009,Aqua,MODIS,92,6.2,295.1,12.5,N,0
73314,39.273,-122.9012,350.1,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,297.7,62.6,N,0
73319,39.2768,-122.9976,321.6,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,296.3,17.7,N,0
73320,39.2714,-122.8895,332.9,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,295.8,32.3,N,0
73321,39.2608,-122.8797,350.1,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,298.1,62.8,N,0
73323,39.2753,-122.9863,325.3,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,296.5,21.4,N,0
73324,39.2624,-122.8916,346.9,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,299.6,54.7,N,0
73327,39.2518,-122.882,341.1,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,299.8,44.5,N,0
73328,39.2338,-122.8861,338.7,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,297.3,40.3,N,0
73330,39.2591,-122.8679,315.5,1.0,1.0,2018-07-30,1009,Aqua,MODIS,91,6.2,293.6,13.4,N,0
73331,39.2502,-122.8701,325.9,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,295.8,24.0,N,0
73332,39.2354,-122.8978,324.4,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,297.0,19.8,N,0
73333,39.2428,-122.8843,333.7,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,296.8,32.6,N,0
73334,39.2444,-122.8961,340.2,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,300.2,42.1,N,0
73336,39.1836,-122.9168,318.3,1.0,1.0,2018-07-30,1009,Aqua,MODIS,97,6.2,295.8,15.8,N,0
73339,39.1736,-122.9795,368.9,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,302.4,115.0,N,0
73342,39.1752,-122.991,360.4,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,302.3,87.7,N,0
73345,39.1646,-122.9815,347.6,1.0,1.0,2018-07-30,1009,Aqua,MODIS,100,6.2,298.8,58.5,N,0
73348,39.163000000000004,-122.9698,316.1,1.0,1.0,2018-07-30,1009,Aqua,MODIS,93,6.2,294.8,14.2,N,0
73535,40.7212,-122.6454,359.9,1.7,1.3,2018-07-30,1934,Terra,MODIS,99,6.2,309.6,157.3,D,0
73541,40.6375,-120.8717,395.6,2.1,1.4,2018-07-30,1934,Terra,MODIS,100,6.2,313.7,644.4,D,0
73543,40.6424,-120.8941,345.2,2.1,1.4,2018-07-30,1934,Terra,MODIS,92,6.2,306.9,130.6,D,0
73549,40.6753,-122.7082,342.8,1.6,1.3,2018-07-30,1934,Terra,MODIS,92,6.2,305.2,82.0,D,0
73550,40.6135,-122.6942,339.8,1.7,1.3,2018-07-30,1934,Terra,MODIS,90,6.2,301.0,70.3,D,0
73554,40.6577,-122.7373,378.7,1.6,1.3,2018-07-30,1934,Terra,MODIS,100,6.2,306.5,285.2,D,0
73560,40.582,-122.6528,351.8,1.7,1.3,2018-07-30,1934,Terra,MODIS,96,6.2,304.1,123.7,D,0
73561,40.5629,-122.6172,354.8,1.7,1.3,2018-07-30,1934,Terra,MODIS,97,6.2,305.9,138.5,D,0
73562,40.567,-122.6373,358.7,1.7,1.3,2018-07-30,1934,Terra,MODIS,99,6.2,305.8,160.5,D,0
73563,40.578,-122.633,358.5,1.7,1.3,2018-07-30,1934,Terra,MODIS,99,6.2,304.4,158.5,D,0
73571,39.1941,-122.9303,382.6,1.7,1.3,2018-07-30,1935,Terra,MODIS,100,6.2,312.1,338.0,D,0
73572,39.2819,-122.9584,343.9,1.7,1.3,2018-07-30,1935,Terra,MODIS,90,6.2,305.6,86.0,D,0
73573,39.1979,-122.9489,364.9,1.7,1.3,2018-07-30,1935,Terra,MODIS,100,6.2,313.0,189.5,D,0
73575,39.2664,-122.8836,390.9,1.7,1.3,2018-07-30,1935,Terra,MODIS,100,6.2,308.9,437.0,D,0
73580,39.2511,-122.8682,359.8,1.7,1.3,2018-07-30,1935,Terra,MODIS,99,6.2,302.8,173.7,D,0
73581,39.2548,-122.88600000000001,381.3,1.7,1.3,2018-07-30,1935,Terra,MODIS,100,6.2,312.5,333.2,D,0
73583,39.1602,-122.9878,345.9,1.7,1.3,2018-07-30,1935,Terra,MODIS,93,6.2,307.8,95.0,D,0
73591,39.168,-122.9788,355.6,1.7,1.3,2018-07-30,1935,Terra,MODIS,92,6.2,308.4,135.5,D,0
73592,39.1792,-122.9746,361.8,1.7,1.3,2018-07-30,1935,Terra,MODIS,94,6.2,311.4,167.5,D,0
73594,39.1716,-122.9846,360.1,1.7,1.3,2018-07-30,1935,Terra,MODIS,94,6.2,311.3,170.1,D,0
73597,39.0586,-123.0093,392.2,1.7,1.3,2018-07-30,1935,Terra,MODIS,100,6.2,311.8,434.0,D,0
73598,39.0627,-123.0294,361.6,1.7,1.3,2018-07-30,1935,Terra,MODIS,100,6.2,308.8,167.6,D,0
73599,38.9902,-122.9695,461.7,1.7,1.3,2018-07-30,1935,Terra,MODIS,100,6.2,328.9,1944.3,D,0
73600,39.0545,-122.9889,397.9,1.7,1.3,2018-07-30,1935,Terra,MODIS,100,6.2,311.7,506.4,D,0
73601,38.9945,-122.9904,379.9,1.7,1.3,2018-07-30,1935,Terra,MODIS,100,6.2,310.9,315.0,D,0
73602,39.0014,-122.9653,406.4,1.7,1.3,2018-07-30,1935,Terra,MODIS,100,6.2,318.4,631.6,D,0
73603,39.0056,-122.9853,372.3,1.7,1.3,2018-07-30,1935,Terra,MODIS,100,6.2,315.3,245.5,D,0
73605,38.9861,-122.9498,368.3,1.7,1.3,2018-07-30,1935,Terra,MODIS,100,6.2,303.3,226.7,D,0
73678,38.975,-122.9367,348.1,1.1,1.0,2018-07-30,2114,Aqua,MODIS,93,6.2,302.1,47.2,D,0
73679,39.2461,-122.8653,501.4,1.0,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,400.1,1731.7,D,0
73680,38.9859,-122.9273,404.3,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,306.9,279.5,D,0
73681,38.9912,-122.9534,419.9,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,340.5,397.7,D,0
73682,38.984,-122.9392,498.8,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,400.1,1676.7,D,0
73683,38.993,-122.9417,403.9,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,325.2,273.1,D,0
73684,38.9802,-122.9628,367.0,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,317.6,94.3,D,0
73685,38.9821,-122.9509,471.6,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,400.1,1090.7,D,0
73686,39.2481,-122.8531,374.5,1.0,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,298.1,130.0,D,0
73687,38.9893,-122.9653,376.7,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,329.4,126.4,D,0
73688,39.0611,-123.0403,437.0,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,330.3,580.0,D,0
73690,39.063,-123.0285,377.2,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,306.7,134.1,D,0
73693,39.0453,-122.9623,347.0,1.1,1.0,2018-07-30,2114,Aqua,MODIS,93,6.2,311.9,42.5,D,0
73695,39.0344,-122.9716,366.1,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,316.5,90.2,D,0
73696,39.0125,-122.9904,358.4,1.1,1.0,2018-07-30,2114,Aqua,MODIS,97,6.2,321.3,65.0,D,0
73697,39.2314,-122.8988,391.3,1.0,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,329.1,195.3,D,0
73698,39.0434,-122.9742,368.9,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,319.5,101.9,D,0
73700,39.0578,-123.0025,367.4,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,307.9,98.9,D,0
73702,39.0593,-123.052,440.6,1.1,1.0,2018-07-30,2114,Aqua,MODIS,100,6.2,400.1,620.3,D,0
73704,39.0702,-123.0428,363.7,1.1,1.0,2018-07-30,2114,Aqua,MODIS,96,6.2,309.4,85.4,D,0
